group_code,site_code,marine_site_name,marine_sort_order,latitude,longitude,survey_date,survey_type,target_assemblage,method_code,species_code,disease_category,size_bin,Sum(total),mpa_designation,mpa_region,georegion,bioregion,state_province,island,last_updated
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,9/21/2017,cs int,sea_star,IP,PISOCH,mild,10,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,9/21/2017,cs int,sea_star,IP,PISOCH,healthy,70,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,9/21/2017,cs int,sea_star,IP,PISOCH,mild,50,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,30,19,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,40,12,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,10,7,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,70,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,healthy,30,61,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,healthy,20,49,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,healthy,10,38,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,healthy,40,25,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,20,13,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,healthy,60,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,healthy,50,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,60,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,90,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,healthy,70,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,50,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,80,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,1/31/2018,cs int,sea_star,IP,PISOCH,mild,100,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,40,7,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,50,7,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,60,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,70,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,40,52,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,30,34,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,60,34,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,50,27,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,10,23,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,20,23,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,5,15,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,70,12,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,20,11,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,30,8,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,80,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,5,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,90,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,10,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,80,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,90,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,healthy,120,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,100,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,110,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,3/29/2018,cs int,sea_star,IP,PISOCH,mild,120,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,30,17,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,20,13,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,50,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,30,99,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,20,64,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,40,40,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,50,31,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,10,19,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,40,11,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,60,8,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,60,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,10,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,70,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,80,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,severe,40,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,5,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,100,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,healthy,150,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,5,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,70,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,80,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,90,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,mild,100,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,4/19/2018,cs int,sea_star,IP,PISOCH,severe,50,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,mild,30,11,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,healthy,30,71,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,healthy,20,62,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,healthy,10,23,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,healthy,40,16,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,mild,40,7,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,healthy,50,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,mild,20,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,healthy,60,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,mild,10,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,mild,50,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,healthy,70,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,6/15/2018,cs int,sea_star,IP,PISOCH,mild,60,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,healthy,30,108,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,healthy,40,49,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,healthy,20,25,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,healthy,50,21,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,healthy,60,12,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,mild,30,11,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,mild,40,9,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,healthy,10,7,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,healthy,70,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,healthy,80,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,mild,20,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,mild,50,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,mild,60,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,mild,70,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/13/2018,cs int,sea_star,IP,PISOCH,mild,90,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,mild,30,42,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,mild,40,19,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,severe,20,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,20,64,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,30,22,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,40,14,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,10,9,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,mild,20,8,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,50,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,60,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,70,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,severe,30,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,90,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,mild,50,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,mild,100,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,healthy,80,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,mild,60,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,mild,70,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,mild,80,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,severe,40,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,severe,70,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,8/11/2018,cs int,sea_star,IP,PISOCH,severe,90,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
